event_url,event_id,path
http://ufcstats.com/event-details/0e2c2daf11b5d8f2,0e2c2daf11b5d8f2,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/0e2c2daf11b5d8f2.html
http://ufcstats.com/event-details/7956f026e2672c47,7956f026e2672c47,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/7956f026e2672c47.html
http://ufcstats.com/event-details/38e5d9dcb0fddc42,38e5d9dcb0fddc42,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/38e5d9dcb0fddc42.html
http://ufcstats.com/event-details/9336e86cfd4ceaa1,9336e86cfd4ceaa1,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/9336e86cfd4ceaa1.html
http://ufcstats.com/event-details/8944a0f9b2f0ce6d,8944a0f9b2f0ce6d,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/8944a0f9b2f0ce6d.html
http://ufcstats.com/event-details/ed220e87bef0cc64,ed220e87bef0cc64,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/ed220e87bef0cc64.html
http://ufcstats.com/event-details/5efaaf313b652dd7,5efaaf313b652dd7,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/5efaaf313b652dd7.html
http://ufcstats.com/event-details/6e380a4d73ab4f0e,6e380a4d73ab4f0e,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/6e380a4d73ab4f0e.html
http://ufcstats.com/event-details/754968e325d6f60d,754968e325d6f60d,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/754968e325d6f60d.html
http://ufcstats.com/event-details/421ccfc6ddb17958,421ccfc6ddb17958,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/421ccfc6ddb17958.html
http://ufcstats.com/event-details/6cd3dfc54f01287f,6cd3dfc54f01287f,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/6cd3dfc54f01287f.html
http://ufcstats.com/event-details/f2c934689243fe4e,f2c934689243fe4e,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/f2c934689243fe4e.html
http://ufcstats.com/event-details/28d8638ea0a71908,28d8638ea0a71908,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/28d8638ea0a71908.html
http://ufcstats.com/event-details/b8e2f10efb6eca85,b8e2f10efb6eca85,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/b8e2f10efb6eca85.html
http://ufcstats.com/event-details/7b03d9df5910917d,7b03d9df5910917d,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/7b03d9df5910917d.html
http://ufcstats.com/event-details/66766984842c13dc,66766984842c13dc,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/66766984842c13dc.html
http://ufcstats.com/event-details/400c7b43c86d27d3,400c7b43c86d27d3,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/400c7b43c86d27d3.html
http://ufcstats.com/event-details/de277a4abcfeea46,de277a4abcfeea46,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/de277a4abcfeea46.html
http://ufcstats.com/event-details/18c49685296c60e6,18c49685296c60e6,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/18c49685296c60e6.html
http://ufcstats.com/event-details/2a898bf9fb7710b3,2a898bf9fb7710b3,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/2a898bf9fb7710b3.html
http://ufcstats.com/event-details/8ad022dd81224f61,8ad022dd81224f61,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/8ad022dd81224f61.html
http://ufcstats.com/event-details/118463dd8db16e7f,118463dd8db16e7f,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/118463dd8db16e7f.html
http://ufcstats.com/event-details/de20ffb3fc2e7629,de20ffb3fc2e7629,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/de20ffb3fc2e7629.html
http://ufcstats.com/event-details/b2e3aca4cd363477,b2e3aca4cd363477,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/b2e3aca4cd363477.html
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,22f4b6cb6b1bd7fd,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/22f4b6cb6b1bd7fd.html
http://ufcstats.com/event-details/86b30a86664cb6e4,86b30a86664cb6e4,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/86b30a86664cb6e4.html
http://ufcstats.com/event-details/0f7210aa8d61af8d,0f7210aa8d61af8d,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/0f7210aa8d61af8d.html
http://ufcstats.com/event-details/cc2ad11b1f9d818b,cc2ad11b1f9d818b,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/events/cc2ad11b1f9d818b.html
