fight_id,date,event_name,location
330d86bfaa4155fe,NA,NA,NA
415ea2520b7ba720,NA,NA,NA
4cff9aeef3ac75c1,NA,NA,NA
733e675fd7c0052a,NA,NA,NA
767ceb4a0cb43ade,NA,NA,NA
7b1882dc76786d77,NA,NA,NA
af6d56860ba4d259,NA,NA,NA
c28d40498150de90,NA,NA,NA
ca7d61e167d7789c,NA,NA,NA
d4ace70b3661ee6c,NA,NA,NA
df9847839c73a678,NA,NA,NA
e1930496b33fa636,NA,NA,NA
e396c509fb47b037,NA,NA,NA
