fights,fight_id,path
http://ufcstats.com/fight-details/747d922b329b7f30,747d922b329b7f30,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/747d922b329b7f30.html
http://ufcstats.com/fight-details/9d9390b550d77e06,9d9390b550d77e06,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/9d9390b550d77e06.html
http://ufcstats.com/fight-details/b0f68344e01884ff,b0f68344e01884ff,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/b0f68344e01884ff.html
http://ufcstats.com/fight-details/767b78b67c7da17c,767b78b67c7da17c,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/767b78b67c7da17c.html
http://ufcstats.com/fight-details/71c8ca7442bcb757,71c8ca7442bcb757,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/71c8ca7442bcb757.html
http://ufcstats.com/fight-details/f41c2c82d5117230,f41c2c82d5117230,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/f41c2c82d5117230.html
http://ufcstats.com/fight-details/f063bcccbbb9edc5,f063bcccbbb9edc5,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/f063bcccbbb9edc5.html
http://ufcstats.com/fight-details/58f6248da3cdf3ce,58f6248da3cdf3ce,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/58f6248da3cdf3ce.html
http://ufcstats.com/fight-details/c245be6698c1e378,c245be6698c1e378,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/c245be6698c1e378.html
http://ufcstats.com/fight-details/760150e9951e65fa,760150e9951e65fa,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/760150e9951e65fa.html
http://ufcstats.com/fight-details/32927d50acedb507,32927d50acedb507,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/32927d50acedb507.html
http://ufcstats.com/fight-details/e6031b5937294176,e6031b5937294176,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/e6031b5937294176.html
http://ufcstats.com/fight-details/7add5901fac6ab82,7add5901fac6ab82,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/7add5901fac6ab82.html
http://ufcstats.com/fight-details/6390c8e74630473e,6390c8e74630473e,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/6390c8e74630473e.html
http://ufcstats.com/fight-details/7d3da3c4153717de,7d3da3c4153717de,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/7d3da3c4153717de.html
http://ufcstats.com/fight-details/e69f9b4b9cae12a4,e69f9b4b9cae12a4,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/e69f9b4b9cae12a4.html
http://ufcstats.com/fight-details/b42a3386a7dccb3d,b42a3386a7dccb3d,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/b42a3386a7dccb3d.html
http://ufcstats.com/fight-details/ef12d2aaaadaf6d0,ef12d2aaaadaf6d0,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/ef12d2aaaadaf6d0.html
http://ufcstats.com/fight-details/cb902d73389ed34b,cb902d73389ed34b,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/cb902d73389ed34b.html
http://ufcstats.com/fight-details/0230a9dd2739add4,0230a9dd2739add4,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/0230a9dd2739add4.html
http://ufcstats.com/fight-details/e9c034cec33b3479,e9c034cec33b3479,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/e9c034cec33b3479.html
http://ufcstats.com/fight-details/f2c2a49fed32bd75,f2c2a49fed32bd75,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/f2c2a49fed32bd75.html
http://ufcstats.com/fight-details/bd7394f07247d9ca,bd7394f07247d9ca,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/bd7394f07247d9ca.html
http://ufcstats.com/fight-details/3fdb4c4b39218cf4,3fdb4c4b39218cf4,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/3fdb4c4b39218cf4.html
http://ufcstats.com/fight-details/22dd728012944f0a,22dd728012944f0a,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/22dd728012944f0a.html
http://ufcstats.com/fight-details/ef1519c8c1d20977,ef1519c8c1d20977,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/ef1519c8c1d20977.html
http://ufcstats.com/fight-details/d61373d9fdf01a12,d61373d9fdf01a12,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/d61373d9fdf01a12.html
http://ufcstats.com/fight-details/cdd565a16975c711,cdd565a16975c711,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/cdd565a16975c711.html
http://ufcstats.com/fight-details/857d274e47aa8c4e,857d274e47aa8c4e,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/857d274e47aa8c4e.html
http://ufcstats.com/fight-details/c82acd7b17915591,c82acd7b17915591,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/c82acd7b17915591.html
http://ufcstats.com/fight-details/a18edcb638ba7e39,a18edcb638ba7e39,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/a18edcb638ba7e39.html
http://ufcstats.com/fight-details/3af1bdc5a510bba9,3af1bdc5a510bba9,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/3af1bdc5a510bba9.html
http://ufcstats.com/fight-details/ecdbb3a5216b815e,ecdbb3a5216b815e,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/ecdbb3a5216b815e.html
http://ufcstats.com/fight-details/970f083af8368f57,970f083af8368f57,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/970f083af8368f57.html
http://ufcstats.com/fight-details/668a44403a130043,668a44403a130043,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/668a44403a130043.html
http://ufcstats.com/fight-details/096e00355c8c84ac,096e00355c8c84ac,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/096e00355c8c84ac.html
http://ufcstats.com/fight-details/8d9458121f0c4b95,8d9458121f0c4b95,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/8d9458121f0c4b95.html
http://ufcstats.com/fight-details/87ac0e5face106b4,87ac0e5face106b4,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/87ac0e5face106b4.html
http://ufcstats.com/fight-details/dec301fd5e99ca46,dec301fd5e99ca46,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/dec301fd5e99ca46.html
http://ufcstats.com/fight-details/79865287be90e4be,79865287be90e4be,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/79865287be90e4be.html
http://ufcstats.com/fight-details/f295eb2a7b0ba4b7,f295eb2a7b0ba4b7,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/f295eb2a7b0ba4b7.html
http://ufcstats.com/fight-details/6188b7fb3f8daacc,6188b7fb3f8daacc,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/6188b7fb3f8daacc.html
http://ufcstats.com/fight-details/03377f7bf8a2d5ff,03377f7bf8a2d5ff,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/03377f7bf8a2d5ff.html
http://ufcstats.com/fight-details/2aef1a91d26dde42,2aef1a91d26dde42,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/2aef1a91d26dde42.html
http://ufcstats.com/fight-details/cff0abc02974fb4a,cff0abc02974fb4a,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/cff0abc02974fb4a.html
http://ufcstats.com/fight-details/766b0b26c40525de,766b0b26c40525de,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/766b0b26c40525de.html
http://ufcstats.com/fight-details/a815dafc89adf33b,a815dafc89adf33b,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/a815dafc89adf33b.html
http://ufcstats.com/fight-details/546f971f9d8e0a33,546f971f9d8e0a33,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/546f971f9d8e0a33.html
http://ufcstats.com/fight-details/434abaea90ccd299,434abaea90ccd299,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/434abaea90ccd299.html
http://ufcstats.com/fight-details/c547b3e95bcc5f24,c547b3e95bcc5f24,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/c547b3e95bcc5f24.html
http://ufcstats.com/fight-details/0f9e7d0d04e24b74,0f9e7d0d04e24b74,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/0f9e7d0d04e24b74.html
http://ufcstats.com/fight-details/0de1ef0b9f3a79c0,0de1ef0b9f3a79c0,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/0de1ef0b9f3a79c0.html
http://ufcstats.com/fight-details/a8511df8285f5c91,a8511df8285f5c91,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/a8511df8285f5c91.html
http://ufcstats.com/fight-details/2560ea97b2cce4ef,2560ea97b2cce4ef,C:/Users/rsl/OneDrive/Files/GitHub/project-scrapyard/cache/fights/2560ea97b2cce4ef.html
